Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I would like a fresh joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Can you tell me any other jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Come on you have a different joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
different joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
different joke, please	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do you have a variety of jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do you have an arsenal of jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do you know a bunch of good jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do you know a different joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do you know a great many jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do you know another joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do you know any new jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do you know any other jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Don't you have any new jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Can you tell me a new joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What other jokes do you have up your sleeve?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
I want a funnier joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
u know any other jokes?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Wanna share a different joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Wanna share a new joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Wanna share another joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Want to share a different joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Want to share a new joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Want to share another joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What different jokes do you know?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What is a different joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What is another joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What other jokes are there?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
u know a second joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What other jokes can you tell?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
u know a new joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What other jokes do you have?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What other jokes do you know of?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What other jokes do you know?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What's a different joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What's another joke you know?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What's another joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Why did you tell me the same joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Will you tell me  a second joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Will you tell me a different joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Will you tell me a new joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Will you tell me another joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
You already told me that one	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
You got some jokes you haven't told me?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
What other jokes can you say?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell a different joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
I'd really like to hear a new joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
It's time for a brand new joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
It's time for a new kind of joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
I've already heard that one before	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
new joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
new joke please	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
next joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
next joke, please	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Please tell me another joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Say a different joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Say a new joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Say another joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
u know another joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Share a different joke with me	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
You must have different kinds of jokes	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell a new joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell another joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a better joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a different joke.	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a different kind of joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a dirty joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a funnier joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a new joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a pirate joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a science joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me a third joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Tell me another joke.	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
u know a different joke?	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Share a different joke	Why did the cookie go to the doctor? It was feeling crummy.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	58
Do something stupid	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do a silly thing	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something amusing	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something dumb	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something kooky	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something off the wall	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
I want you to tell me something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something silly	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Come on, say something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something that will make me laugh	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something wacky	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Entertain me	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Give me a good chuckle	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
How would you make me laugh?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
I want something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Amuse me	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do something ridiculous	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you be silly	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Amuse me with something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Be funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Be funny right now	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Be ridiculous	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Be silly	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Be silly for me	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you be a silly billy?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do a ridiculous thing	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you be ridiculous	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Do a funny thing	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you do something funny?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you make me laugh	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you say something funny?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you say something ridiculous	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you say something silly	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you tell me something funny?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
It's time to make me laugh	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Can you be funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Will you make me laugh	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Tell me something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Tell me something off the wall	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Try to make me belly laugh	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Try to make me laugh	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
What can you say that will make me laugh?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Will you be funny?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
I want to hear something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Will you do something funny?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something that will crack me up	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Will you say something funny?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Will you say something ridiculous?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Will you say something silly?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Won't you do something amusing	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Won't you do something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Won't you do something silly?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Won't you say something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Will you be silly?	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something funny	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Make me laugh	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Make me laugh out loud	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Please make me giggle	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say a dumb saying	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say a funny saying	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say a funny thing	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say a ridiculous thing	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Tell me something dumb	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something dumb	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something wacky	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something humorous	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something kooky	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something off the wall	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something ridiculous	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something silly	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say something stupid	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Won't you say something humorous	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
Say a silly thing	Muster buster cluster duster!	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	59
I'm sick of listening to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I've had enough of this noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
It's time for you to shut up now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
It's time for you to shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
It's time for you to hush up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
It's time for you to hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
It's time for you to be quiet now	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I wish you would be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I'm tired of listening to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Just shut up, okay?	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I'm sick and tired of listening to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I'm not interested in what you're saying	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I'm not interested in what you have to say	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I'm done listening to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I wish you would shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
It's time for you to be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Not a peep from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please just shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please go away	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Oh, shush you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Not another word out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I've had enough of your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Not another word	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Just shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
No talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
No more!	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
No more talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
No more out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
No more from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Let's play the silent game	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I told you, shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Not another word from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Go away	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I can't take your talking anymore	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I can't take your talking	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I can't take another word out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Hush, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Hush up your mouth	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Hush up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I wish you would just go away.	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't have time to listen to you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Enough with your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Enough with your chatter	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Enough already	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Did you hear me? I said be quiet!	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Can you be quiet?	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Be quiet, you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Hush little baby	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't want to hear anything more	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I told you, hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I told you to shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I told you to hush up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I told you to be quiet	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I said, shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I said, enough	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't have time for your noise	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't want to hear anything you have to say	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't have time to listen to what you have to say	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't want to hear anything from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't want to hear any more out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't want to hear any more from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't want to hear another word out of you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't want to hear another word	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I don't want to hear a peep from you	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Please shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
I said hush	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
Time for you to shut up	OK, let's take a break.	qna_chitchat_Enthusiastic.tsv	editorial:chitchat	[]	false	[]	60
